               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  28,            0.058702,            0.030622,            0.038106,             0.93732,            0.080492,             0.10048,            0.033258,            0.058672,            0.019554,            0.037207,           0.0094654,           0.0094654,           0.0094654
                  29,            0.063866,            0.031582,            0.042102,             0.93762,            0.092981,             0.11096,            0.044376,            0.056788,            0.018005,            0.036277,           0.0094456,           0.0094456,           0.0094456
                  30,            0.061251,            0.031229,            0.041391,             0.92723,             0.11137,             0.12085,            0.040796,            0.054777,            0.017931,            0.035239,           0.0094258,           0.0094258,           0.0094258
                  31,             0.05434,            0.027118,             0.03789,             0.94486,            0.094355,             0.11134,            0.035321,            0.054875,            0.017871,            0.035264,            0.009406,            0.009406,            0.009406
                  32,            0.054832,            0.029364,             0.03766,             0.95463,            0.090132,             0.13586,            0.047966,            0.057777,            0.017574,             0.03485,           0.0093862,           0.0093862,           0.0093862
                  33,            0.058157,            0.029749,            0.035909,             0.91756,             0.10852,             0.11489,            0.046161,            0.054722,            0.018031,             0.03402,           0.0093664,           0.0093664,           0.0093664
                  34,            0.060342,            0.030427,            0.039669,             0.92358,             0.10434,             0.13991,             0.04858,            0.055129,            0.017851,            0.034364,           0.0093466,           0.0093466,           0.0093466
                  35,            0.055567,            0.027744,            0.038881,             0.92576,             0.10833,             0.10888,            0.036117,            0.056923,            0.017299,            0.032404,           0.0093268,           0.0093268,           0.0093268
                  36,            0.062341,            0.028311,            0.037147,             0.92146,            0.087283,             0.10438,            0.029839,            0.058783,            0.017263,            0.034266,            0.009307,            0.009307,            0.009307
                  37,            0.062492,            0.028852,            0.038164,             0.89626,            0.060566,            0.064952,            0.018707,            0.063571,            0.016416,            0.033374,           0.0092872,           0.0092872,           0.0092872
                  38,            0.058424,            0.030276,            0.036662,             0.93825,            0.091154,             0.12947,            0.046574,            0.057466,            0.017669,            0.031811,           0.0092674,           0.0092674,           0.0092674
                  39,            0.058684,            0.029249,            0.035377,             0.81149,             0.12846,            0.088315,            0.029118,            0.060129,            0.017086,            0.031169,           0.0092476,           0.0092476,           0.0092476
                  40,            0.057596,            0.026789,            0.034772,             0.91021,            0.094794,             0.11781,            0.038104,            0.055145,            0.017638,            0.031022,           0.0092278,           0.0092278,           0.0092278
                  41,            0.054601,            0.028368,            0.033979,              0.8348,             0.12147,             0.12717,            0.040574,            0.052419,            0.017559,            0.030292,            0.009208,            0.009208,            0.009208
                  42,            0.053066,            0.028532,            0.034502,             0.83828,             0.10637,             0.12192,             0.03583,            0.050807,            0.020059,            0.030397,           0.0091882,           0.0091882,           0.0091882
                  43,            0.058611,            0.030351,            0.039485,             0.69762,             0.21018,             0.15094,            0.056436,            0.048796,            0.017425,            0.028964,           0.0091684,           0.0091684,           0.0091684
                  44,            0.054868,            0.027017,            0.031755,             0.91889,            0.072876,            0.089629,            0.027705,            0.056692,             0.01707,             0.02902,           0.0091486,           0.0091486,           0.0091486
                  45,             0.05925,            0.029296,            0.035974,             0.84131,             0.11992,             0.11649,            0.045203,            0.052312,            0.022642,            0.032168,           0.0091288,           0.0091288,           0.0091288
                  46,            0.055314,            0.028461,            0.035742,             0.92841,             0.11854,             0.14154,            0.044265,            0.052651,            0.016624,            0.027208,            0.009109,            0.009109,            0.009109
                  47,             0.05547,            0.030465,            0.035605,              0.9239,            0.091101,             0.13463,            0.049884,            0.051653,            0.017662,            0.028495,           0.0090892,           0.0090892,           0.0090892
                  48,            0.051313,            0.028184,            0.031812,             0.74456,             0.20575,              0.1554,            0.056901,            0.049317,            0.017224,            0.027556,           0.0090694,           0.0090694,           0.0090694
                  49,            0.052404,            0.026414,            0.033044,             0.92526,             0.11422,             0.16432,            0.062135,            0.049538,            0.017112,            0.027383,           0.0090496,           0.0090496,           0.0090496
                  50,            0.050787,            0.028122,            0.030939,             0.61196,             0.21833,             0.20106,            0.073321,            0.049658,            0.017193,            0.025975,           0.0090298,           0.0090298,           0.0090298
                  51,             0.05199,            0.027339,            0.031673,              0.6397,             0.24232,             0.15121,            0.053066,            0.049724,             0.01775,            0.026449,             0.00901,             0.00901,             0.00901
                  52,            0.054622,            0.028543,            0.033901,             0.80015,             0.18219,             0.19451,            0.073826,            0.048001,            0.016869,            0.025356,           0.0089902,           0.0089902,           0.0089902
                  53,            0.053766,            0.028713,            0.030246,              0.5259,             0.23073,             0.14383,            0.051019,            0.054366,            0.016451,            0.024888,           0.0089704,           0.0089704,           0.0089704
                  54,            0.051426,            0.024701,            0.029686,             0.65116,             0.28231,             0.22969,            0.085284,            0.047359,            0.016879,            0.025851,           0.0089506,           0.0089506,           0.0089506
                  55,            0.054307,            0.029866,            0.031411,             0.60672,             0.25534,              0.2169,            0.081193,            0.047326,            0.016634,            0.024453,           0.0089308,           0.0089308,           0.0089308
                  56,             0.05259,            0.030308,            0.031569,             0.52918,             0.26722,             0.17785,            0.060456,            0.051492,            0.016677,            0.024366,            0.008911,            0.008911,            0.008911
                  57,            0.050132,            0.025353,            0.028866,              0.5806,             0.32263,             0.26636,             0.09976,            0.045602,            0.016776,            0.023787,           0.0088912,           0.0088912,           0.0088912
                  58,            0.053825,            0.025659,            0.031738,             0.53764,             0.24567,             0.18321,            0.062688,            0.052694,            0.015458,            0.026628,           0.0088714,           0.0088714,           0.0088714
                  59,            0.053365,            0.026336,            0.028584,             0.53766,             0.29678,             0.22894,             0.09404,            0.048596,            0.016796,             0.02502,           0.0088516,           0.0088516,           0.0088516
                  60,             0.05063,            0.026286,            0.029118,             0.51781,             0.32122,             0.21278,            0.079599,            0.049233,            0.017192,            0.024421,           0.0088318,           0.0088318,           0.0088318
                  61,            0.048285,            0.028304,            0.029218,             0.56276,             0.28437,             0.22191,            0.098087,             0.04543,            0.016604,            0.023532,            0.008812,            0.008812,            0.008812
                  62,            0.050706,            0.026401,            0.027918,             0.55175,             0.28853,             0.26817,             0.10636,            0.045367,            0.016733,            0.023042,           0.0087922,           0.0087922,           0.0087922
                  63,            0.050039,            0.028366,            0.029014,             0.70227,             0.29762,             0.22457,            0.088211,            0.046197,            0.016815,            0.023379,           0.0087724,           0.0087724,           0.0087724
                  64,            0.043883,            0.026806,            0.026898,             0.74413,             0.24085,              0.2554,            0.089218,              0.0481,            0.017664,            0.023843,           0.0087526,           0.0087526,           0.0087526
                  65,            0.049618,            0.028221,            0.026933,             0.55752,             0.28599,             0.26422,             0.10248,            0.044381,            0.017114,            0.022316,           0.0087328,           0.0087328,           0.0087328
                  66,            0.050591,            0.026035,            0.027767,             0.66106,             0.27444,             0.24597,            0.084692,            0.044772,            0.016338,            0.021911,            0.008713,            0.008713,            0.008713
                  67,            0.052169,            0.029573,            0.032012,             0.61957,             0.21021,               0.178,            0.049415,            0.053793,            0.015603,             0.02205,           0.0086932,           0.0086932,           0.0086932
                  68,              0.0493,            0.028986,            0.028419,             0.80613,             0.25145,             0.28103,             0.13007,            0.042212,            0.017228,            0.021846,           0.0086734,           0.0086734,           0.0086734
                  69,             0.04634,            0.027981,            0.029597,             0.64566,             0.28171,             0.25858,            0.094873,            0.046249,            0.016988,             0.02169,           0.0086536,           0.0086536,           0.0086536
                  70,            0.049405,            0.026184,            0.027854,             0.60602,             0.20325,             0.14062,            0.043505,            0.057359,            0.014893,            0.021398,           0.0086338,           0.0086338,           0.0086338
                  71,            0.049068,            0.023625,            0.026366,             0.67722,             0.26166,             0.27106,             0.09459,            0.044913,            0.017184,            0.021106,            0.008614,            0.008614,            0.008614
                  72,            0.053947,            0.025878,            0.028865,             0.59672,             0.27484,             0.26092,             0.10765,            0.045492,            0.016058,            0.020894,           0.0085942,           0.0085942,           0.0085942
                  73,            0.045407,            0.025752,             0.02669,             0.81779,              0.2801,             0.32289,             0.13209,            0.040803,            0.017713,            0.020864,           0.0085744,           0.0085744,           0.0085744
                  74,             0.04629,            0.026687,            0.026111,             0.80849,              0.2605,             0.28281,             0.11386,            0.044146,            0.016411,            0.019774,           0.0085546,           0.0085546,           0.0085546
                  75,              0.0482,             0.02687,            0.026184,             0.64208,             0.30895,             0.27087,             0.10164,            0.046222,            0.016438,            0.019123,           0.0085348,           0.0085348,           0.0085348
                  76,            0.049841,            0.028456,            0.028018,             0.73626,              0.2616,             0.26778,            0.094829,            0.047734,            0.019873,            0.021441,            0.008515,            0.008515,            0.008515
                  77,            0.050571,            0.028556,             0.02722,             0.77801,             0.23499,             0.26947,             0.10389,            0.042772,            0.016891,            0.019993,           0.0084952,           0.0084952,           0.0084952
                  78,            0.047852,            0.026113,            0.022732,              0.7839,             0.27802,             0.31176,             0.12556,            0.042036,            0.016723,            0.019353,           0.0084754,           0.0084754,           0.0084754
                  79,            0.048183,            0.025514,            0.025581,             0.75668,             0.31333,             0.31733,             0.11767,            0.041638,            0.018016,            0.019768,           0.0084556,           0.0084556,           0.0084556
                  80,            0.047015,             0.02694,            0.025252,             0.74832,             0.25857,             0.27643,            0.095992,            0.041794,            0.016481,            0.019284,           0.0084358,           0.0084358,           0.0084358
                  81,            0.045714,              0.0262,            0.026908,               0.772,             0.27107,             0.31285,             0.12977,            0.041145,            0.017418,            0.018723,            0.008416,            0.008416,            0.008416
                  82,            0.044507,            0.025773,            0.024082,              0.7517,             0.25623,             0.26878,             0.11514,             0.04479,            0.016062,            0.018351,           0.0083962,           0.0083962,           0.0083962
                  83,            0.046796,            0.025204,            0.025713,             0.81435,              0.2801,             0.28885,             0.11623,            0.042206,            0.018394,            0.018625,           0.0083764,           0.0083764,           0.0083764
                  84,            0.047292,            0.026987,            0.025519,              0.8511,             0.25873,             0.31093,             0.11792,            0.043505,            0.016147,             0.01806,           0.0083566,           0.0083566,           0.0083566
                  85,            0.046337,            0.027538,            0.025747,             0.74955,               0.305,             0.32198,             0.13943,            0.040273,             0.01883,            0.017763,           0.0083368,           0.0083368,           0.0083368
                  86,            0.047764,            0.027877,            0.025263,             0.78964,             0.28055,             0.35078,             0.14909,            0.042257,            0.019037,            0.017827,            0.008317,            0.008317,            0.008317
                  87,            0.049975,            0.027856,            0.026391,             0.79198,             0.30944,             0.30059,             0.11588,            0.046463,             0.01539,            0.017349,           0.0082972,           0.0082972,           0.0082972
                  88,            0.050831,            0.024728,            0.023158,             0.82444,             0.30217,             0.29527,             0.11405,            0.044114,            0.015882,            0.016859,           0.0082774,           0.0082774,           0.0082774
                  89,            0.050533,            0.031261,            0.025657,              0.7216,             0.29523,             0.25953,            0.092728,            0.047553,            0.015905,            0.017647,           0.0082576,           0.0082576,           0.0082576
                  90,            0.043629,            0.025085,            0.025226,             0.76785,             0.28906,             0.29569,             0.12215,            0.046214,            0.015815,            0.017176,           0.0082378,           0.0082378,           0.0082378
                  91,            0.044047,            0.026369,            0.022363,             0.70618,             0.32959,             0.34878,             0.12099,            0.042603,            0.017605,            0.016811,            0.008218,            0.008218,            0.008218
                  92,            0.052267,            0.026865,            0.025151,             0.54448,             0.33296,             0.27237,             0.10863,            0.046054,            0.017523,            0.018479,           0.0081982,           0.0081982,           0.0081982
                  93,            0.048221,            0.025646,            0.024449,             0.77049,             0.31869,             0.35572,             0.14356,             0.04289,            0.015998,            0.016942,           0.0081784,           0.0081784,           0.0081784
                  94,            0.043654,             0.02278,            0.023041,             0.84049,              0.3103,             0.38139,             0.15838,            0.042451,            0.016081,            0.015354,           0.0081586,           0.0081586,           0.0081586
                  95,            0.045698,            0.027878,            0.026369,             0.80862,             0.32384,             0.39336,              0.1804,              0.0411,            0.017192,             0.01551,           0.0081388,           0.0081388,           0.0081388
                  96,            0.046308,            0.025765,             0.02454,             0.79815,             0.32025,             0.40305,             0.17678,            0.041362,            0.017427,            0.016043,            0.008119,            0.008119,            0.008119
                  97,            0.047299,            0.027443,            0.025033,             0.78724,             0.33008,             0.36684,             0.14199,            0.046672,            0.015315,            0.015819,           0.0080992,           0.0080992,           0.0080992
                  98,            0.046221,            0.028407,             0.02393,             0.78276,             0.29309,             0.37647,             0.14797,            0.047595,            0.015685,            0.015439,           0.0080794,           0.0080794,           0.0080794
                  99,            0.044346,            0.023097,            0.025182,             0.82831,             0.32412,             0.43193,             0.18675,            0.040476,            0.016041,            0.015206,           0.0080596,           0.0080596,           0.0080596
                 100,            0.052515,             0.02613,            0.025118,             0.79325,             0.29044,             0.36373,             0.14111,            0.044133,            0.015232,            0.015522,           0.0080398,           0.0080398,           0.0080398
                 101,            0.047287,            0.025679,            0.023385,             0.74994,             0.30262,             0.38473,             0.17219,            0.042834,            0.017423,            0.016454,             0.00802,             0.00802,             0.00802
                 102,            0.045573,            0.023841,             0.02254,             0.71712,             0.30334,             0.32591,              0.1309,            0.042893,            0.015802,            0.015784,           0.0080002,           0.0080002,           0.0080002
                 103,            0.042877,            0.027335,            0.022743,             0.77629,             0.34766,              0.3887,             0.15928,            0.040779,            0.015607,            0.016851,           0.0079804,           0.0079804,           0.0079804
                 104,            0.043206,            0.026993,            0.020643,             0.71968,             0.29956,              0.3453,             0.13984,            0.043758,            0.015858,            0.014711,           0.0079606,           0.0079606,           0.0079606
                 105,            0.042524,            0.025055,            0.020492,             0.69778,              0.3432,             0.36787,               0.141,            0.041239,             0.01689,            0.014254,           0.0079408,           0.0079408,           0.0079408
                 106,            0.042772,            0.023965,            0.020646,             0.70959,             0.31987,             0.33755,              0.1325,            0.041387,            0.016619,              0.0145,            0.007921,            0.007921,            0.007921
                 107,            0.043982,            0.026554,             0.02136,             0.65052,             0.33413,             0.30933,             0.12821,            0.041754,            0.017386,            0.014502,           0.0079012,           0.0079012,           0.0079012
                 108,            0.044631,            0.024083,            0.021653,             0.72197,             0.33113,             0.38638,             0.18149,            0.038715,            0.016975,            0.013323,           0.0078814,           0.0078814,           0.0078814
                 109,            0.047223,            0.024644,            0.020288,             0.47756,             0.47593,             0.33989,             0.14417,            0.046451,            0.015212,             0.01325,           0.0078616,           0.0078616,           0.0078616
                 110,            0.046148,            0.023941,            0.022257,             0.66876,             0.38428,             0.37745,             0.14432,            0.041415,             0.01661,            0.014087,           0.0078418,           0.0078418,           0.0078418
                 111,            0.044636,            0.023961,            0.021543,             0.77687,             0.31948,             0.35368,             0.15051,            0.041605,            0.015979,             0.01342,            0.007822,            0.007822,            0.007822
                 112,            0.043746,            0.025626,            0.021331,             0.85156,             0.33642,             0.43915,             0.19444,            0.038017,            0.015915,            0.013364,           0.0078022,           0.0078022,           0.0078022
                 113,            0.046295,            0.026941,            0.022384,             0.80294,             0.27222,             0.37006,             0.14607,            0.043916,            0.015677,            0.017344,           0.0077824,           0.0077824,           0.0077824
                 114,             0.04649,            0.026797,            0.024714,             0.87366,             0.35207,             0.49982,              0.2023,            0.037331,             0.01657,            0.013796,           0.0077626,           0.0077626,           0.0077626
                 115,            0.045337,            0.026667,            0.023101,             0.82945,              0.3818,             0.42809,             0.18436,            0.038844,            0.015221,            0.013021,           0.0077428,           0.0077428,           0.0077428
                 116,            0.043376,            0.026676,             0.02351,             0.79604,             0.38587,             0.43769,             0.19874,            0.038699,            0.015497,            0.012335,            0.007723,            0.007723,            0.007723
                 117,            0.042834,            0.025898,            0.020119,             0.81538,             0.31905,             0.40976,             0.16771,            0.041008,            0.016418,            0.012427,           0.0077032,           0.0077032,           0.0077032
                 118,            0.045226,            0.027438,            0.020653,             0.59099,             0.48287,             0.41717,             0.16951,            0.045407,            0.015095,            0.013479,           0.0076834,           0.0076834,           0.0076834
                 119,            0.042736,            0.026267,            0.019691,              0.5819,             0.53753,             0.47843,             0.23191,            0.040471,            0.015222,            0.012125,           0.0076636,           0.0076636,           0.0076636
                 120,            0.044447,            0.024188,            0.019508,             0.53689,              0.5558,             0.45781,             0.21917,            0.038911,            0.017479,            0.012863,           0.0076438,           0.0076438,           0.0076438
                 121,            0.043287,             0.02383,            0.018955,              0.5677,             0.52664,             0.44633,             0.20295,            0.041065,            0.015214,            0.012039,            0.007624,            0.007624,            0.007624
                 122,            0.046226,            0.028001,            0.020505,             0.60406,             0.45552,             0.41877,             0.16206,            0.042807,            0.016717,            0.013252,           0.0076042,           0.0076042,           0.0076042
                 123,            0.042739,            0.024033,            0.018456,             0.75305,             0.42029,             0.49034,             0.21187,            0.039685,            0.015787,            0.011868,           0.0075844,           0.0075844,           0.0075844
                 124,            0.041948,             0.02496,            0.017627,             0.50134,             0.59401,             0.51713,             0.22662,            0.041409,            0.015276,            0.010942,           0.0075646,           0.0075646,           0.0075646
                 125,            0.043528,            0.024641,            0.018701,             0.53364,             0.52107,             0.51479,             0.21821,             0.03816,            0.014244,             0.01139,           0.0075448,           0.0075448,           0.0075448
                 126,            0.041571,            0.024131,             0.01923,             0.85664,             0.23161,             0.40414,             0.16839,            0.042464,            0.023144,            0.016328,            0.007525,            0.007525,            0.007525
                 127,            0.043858,            0.026152,             0.01842,             0.55883,             0.48943,             0.45552,             0.17668,            0.045215,            0.013845,            0.010709,           0.0075052,           0.0075052,           0.0075052
                 128,            0.040435,            0.024567,            0.018879,             0.69048,             0.52446,             0.53758,             0.22857,             0.03918,            0.015293,            0.012508,           0.0074854,           0.0074854,           0.0074854
                 129,            0.044441,            0.023416,            0.018018,             0.66449,              0.5073,             0.46208,             0.17579,            0.043971,            0.014663,            0.011222,           0.0074656,           0.0074656,           0.0074656
                 130,            0.049391,             0.02422,            0.020335,             0.61734,             0.50175,              0.4485,             0.20253,            0.039694,            0.014957,            0.011868,           0.0074458,           0.0074458,           0.0074458
                 131,            0.043253,             0.02351,            0.017091,             0.68684,              0.5024,             0.44794,             0.18105,            0.044868,            0.015305,             0.01228,            0.007426,            0.007426,            0.007426
                 132,            0.043965,            0.024023,            0.020666,             0.65731,             0.53893,             0.53879,              0.2379,            0.036759,            0.016091,            0.011317,           0.0074062,           0.0074062,           0.0074062
                 133,             0.03986,            0.023812,              0.0171,             0.55875,             0.57391,             0.51079,             0.22523,            0.036774,            0.017301,            0.010392,           0.0073864,           0.0073864,           0.0073864
                 134,            0.041294,            0.023047,             0.01717,             0.69233,             0.54361,             0.52718,             0.23159,            0.038679,            0.015273,           0.0094467,           0.0073666,           0.0073666,           0.0073666
                 135,            0.042752,            0.024102,             0.01924,             0.51051,             0.58433,             0.46672,             0.20403,            0.039206,            0.015637,            0.010275,           0.0073468,           0.0073468,           0.0073468
                 136,            0.042002,            0.025041,            0.017881,             0.61356,             0.55399,             0.48085,             0.22185,            0.038415,            0.015227,            0.010987,            0.007327,            0.007327,            0.007327
                 137,            0.040477,            0.023523,            0.016408,             0.68729,             0.51117,              0.4724,              0.2033,            0.041364,            0.015601,           0.0098841,           0.0073072,           0.0073072,           0.0073072
                 138,            0.043706,            0.024189,            0.015605,             0.72134,             0.51789,             0.60774,             0.27235,            0.036243,            0.017179,           0.0099865,           0.0072874,           0.0072874,           0.0072874
                 139,            0.040962,            0.023312,            0.018449,             0.61011,             0.52525,             0.46956,             0.17696,            0.038031,            0.015823,            0.010375,           0.0072676,           0.0072676,           0.0072676
                 140,            0.040936,            0.025132,            0.019184,             0.60692,             0.50047,              0.5863,              0.2903,            0.035675,            0.016107,           0.0098637,           0.0072478,           0.0072478,           0.0072478
                 141,             0.04137,            0.024415,            0.017623,             0.74052,             0.50215,             0.56778,             0.27399,            0.038268,            0.014844,           0.0096259,            0.007228,            0.007228,            0.007228
                 142,            0.039166,            0.024094,            0.019336,             0.74641,             0.53499,             0.58094,             0.28955,            0.035792,            0.015677,           0.0095358,           0.0072082,           0.0072082,           0.0072082
                 143,            0.041196,            0.025622,            0.018149,             0.58806,             0.59815,             0.53925,              0.2174,            0.040673,            0.019367,            0.010486,           0.0071884,           0.0071884,           0.0071884
                 144,            0.040965,              0.0241,            0.016199,             0.76007,             0.52523,             0.56679,             0.27443,            0.035531,            0.015347,           0.0099732,           0.0071686,           0.0071686,           0.0071686
                 145,            0.042375,            0.024976,             0.01744,             0.69868,             0.55684,             0.53346,             0.25548,            0.038106,            0.015898,           0.0093905,           0.0071488,           0.0071488,           0.0071488
                 146,            0.039999,            0.024795,            0.017022,             0.56451,             0.57636,             0.53954,             0.26092,            0.036234,            0.015202,            0.009549,            0.007129,            0.007129,            0.007129
                 147,            0.041971,            0.022228,            0.019216,              0.6533,             0.55748,             0.58473,             0.26604,            0.038299,            0.014469,           0.0093825,           0.0071092,           0.0071092,           0.0071092
                 148,            0.040926,            0.024431,            0.016683,             0.75463,             0.52126,             0.57751,             0.26223,            0.038676,            0.013974,            0.009715,           0.0070894,           0.0070894,           0.0070894
                 149,            0.043183,            0.026252,            0.020361,             0.65572,             0.57645,             0.51723,              0.2338,            0.038991,             0.01621,            0.010058,           0.0070696,           0.0070696,           0.0070696
                 150,            0.038856,            0.024543,             0.01635,             0.67524,             0.63268,             0.57279,             0.26543,            0.034952,            0.017354,           0.0084681,           0.0070498,           0.0070498,           0.0070498
                 151,            0.042184,            0.026301,              0.0153,             0.61401,             0.56851,             0.52403,             0.19213,            0.040651,            0.015384,           0.0085272,             0.00703,             0.00703,             0.00703
                 152,            0.043887,            0.023898,            0.017767,             0.56785,             0.61867,              0.6006,             0.26778,            0.038959,            0.020692,           0.0088088,           0.0070102,           0.0070102,           0.0070102
                 153,            0.042764,            0.024103,             0.01741,             0.62206,             0.53307,              0.4837,             0.19537,            0.043063,             0.01405,           0.0092142,           0.0069904,           0.0069904,           0.0069904
                 154,            0.040209,            0.023821,             0.01818,             0.49753,              0.5833,             0.50809,             0.20485,             0.03746,            0.017852,             0.01417,           0.0069706,           0.0069706,           0.0069706
                 155,            0.039454,            0.022896,            0.018011,             0.70034,             0.57951,             0.58639,             0.27102,            0.035175,            0.014537,            0.010025,           0.0069508,           0.0069508,           0.0069508
                 156,             0.04029,             0.02403,            0.017797,             0.66262,             0.55714,             0.54385,             0.22788,            0.036121,            0.016531,            0.012996,            0.006931,            0.006931,            0.006931
                 157,            0.038622,            0.023046,            0.017577,              0.6258,             0.56572,             0.58006,             0.25354,            0.035808,             0.01599,           0.0092126,           0.0069112,           0.0069112,           0.0069112
                 158,            0.039556,            0.024791,            0.019213,             0.57861,             0.56921,               0.509,             0.22439,            0.039606,             0.01922,            0.010619,           0.0068914,           0.0068914,           0.0068914
                 159,            0.044678,            0.024891,            0.016735,             0.67639,             0.56803,             0.58827,               0.256,            0.037388,            0.021528,           0.0093349,           0.0068716,           0.0068716,           0.0068716
                 160,            0.044576,            0.025691,            0.016604,             0.64105,             0.57493,              0.5515,             0.24823,            0.039513,            0.014674,            0.008057,           0.0068518,           0.0068518,           0.0068518
                 161,            0.041614,            0.022548,            0.016037,             0.76519,             0.57884,             0.61071,             0.28282,            0.036288,            0.018004,           0.0082228,            0.006832,            0.006832,            0.006832
